path|git_timestamp|file_size|first_heading
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/src/distributions/LICENSE.md|1768429372|2745|NumPy
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/LICENSE.md|1768429372|3511|NCSA Open Source License
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/fft/pocketfft/LICENSE.md|1768429372|1498|LICENSE
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/_core/src/npysort/x86-simd-sort/LICENSE.md|1768429372|1514|LICENSE
./repos/metabob-cli/.venv/lib/python3.13/site-packages/uvicorn-0.40.0.dist-info/licenses/LICENSE.md|1768429371|1526|LICENSE
./repos/metabob-cli/.venv/lib/python3.13/site-packages/starlette-0.50.0.dist-info/licenses/LICENSE.md|1768429371|1518|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/surrealdb/data/README.md|1763375183|2164|What is CBOR?
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/pymupdf-1.26.6.dist-info/README.md|1762954044|2164|PyMuPDF
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/starlette-0.49.3.dist-info/licenses/LICENSE.md|1762954043|1518|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/instructor/providers/README.md|1762954043|2267|Providers Directory Structure
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/onnxruntime/tools/mobile_helpers/nnapi_supported_ops.md|1761516282|2327|nnapi_supported_ops
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/onnxruntime/tools/mobile_helpers/coreml_supported_neuralnetwork_ops.md|1761516282|1915|coreml_supported_neuralnetwork_ops
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/onnxruntime/tools/mobile_helpers/coreml_supported_mlprogram_ops.md|1761516282|2353|coreml_supported_mlprogram_ops
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/onnxruntime/Privacy.md|1761516282|2469|Privacy
./repos/metabob-cli/.venv/lib/python3.13/site-packages/onnxruntime/tools/mobile_helpers/nnapi_supported_ops.md|1761516282|2327|nnapi_supported_ops
./repos/metabob-cli/.venv/lib/python3.13/site-packages/onnxruntime/tools/mobile_helpers/coreml_supported_neuralnetwork_ops.md|1761516282|1915|coreml_supported_neuralnetwork_ops
./repos/metabob-cli/.venv/lib/python3.13/site-packages/onnxruntime/tools/mobile_helpers/coreml_supported_mlprogram_ops.md|1761516282|2353|coreml_supported_mlprogram_ops
./repos/metabob-cli/.venv/lib/python3.13/site-packages/onnxruntime/Privacy.md|1761516282|2469|Privacy
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/uvicorn-0.38.0.dist-info/licenses/LICENSE.md|1761423374|1526|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/debugpy/_vendored/pydevd/pydevd_plugins/extensions/README.md|1760769173|1183|README
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/numpy/random/LICENSE.md|1760769093|3511|NCSA Open Source License
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/idna-3.11.dist-info/licenses/LICENSE.md|1760628883|1541|LICENSE
./repos/metabob-cli/.venv/lib/python3.13/site-packages/idna-3.11.dist-info/licenses/LICENSE.md|1760628883|1541|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/soupsieve-2.8.dist-info/licenses/LICENSE.md|1760628882|1096|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/pitaya_smoothie/README.md|1756255801|1542|Pitaya Smoothie
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/greative/README.md|1756255801|1290|Greative
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/gotthard_light/README.md|1756255801|1311|Gotthard Light
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/gotthard_dark/README.md|1756255801|1315|Gotthard Dark
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/github_light/README.md|1756255801|1318|Github Light
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/github_light_high_contrast/README.md|1756255801|1374|Github Light High Contrast
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/github_light_colorblind/README.md|1756255801|1258|Github Light Colorblind
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/github_dark/README.md|1756255801|1315|Github Dark
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/github_dark_high_contrast/README.md|1756255801|1371|Github Dark High Contrast
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/github_dark_colorblind/README.md|1756255801|1351|Github Dark Colorblind
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/blinds_light/README.md|1756255801|1310|Blinds Light
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/blinds_dark/README.md|1756255801|1305|Blinds Dark
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/a11y_light/README.md|1756255801|1325|A11Y Light
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/a11y_high_contrast_light/README.md|1756255801|1491|A11Y High Contrast Light
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/a11y_high_contrast_dark/README.md|1756255801|1262|A11Y High Contrast Dark
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/a11y_pygments/a11y_dark/README.md|1756255801|1521|A11Y Dark
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/docstring_parser-0.17.0.dist-info/licenses/LICENSE.md|1756253329|1084|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/httpx-0.28.1.dist-info/licenses/LICENSE.md|1748948516|1508|LICENSE
./repos/metabob-rpc-api/.venv/lib/python3.13/site-packages/httpcore-1.0.9.dist-info/licenses/LICENSE.md|1748948516|1518|LICENSE
./repos/metabob-cli/.venv/lib/python3.13/site-packages/httpx-0.28.1.dist-info/licenses/LICENSE.md|1748948516|1508|LICENSE
./repos/metabob-cli/.venv/lib/python3.13/site-packages/httpcore-1.0.9.dist-info/licenses/LICENSE.md|1748948516|1518|LICENSE
